img_num,rel_x,rel_y,cell_roi_w,cell_roi_h,label
15787,46,52,108,96,blast
15788,37,40,126,120,blast
15789,55,59,90,93,blast
15790,48,54,105,93,blast
15791,42,43,111,114,blast
15792,60,45,81,111,blast
15793,37,42,126,117,immature_wbc
15794,52,39,96,123,blast
15795,45,51,111,99,blast
15796,48,45,105,111,blast
15797,46,37,108,126,blast
15798,49,30,102,87,blast
15799,49,58,102,84,blast
15800,42,54,117,93,blast
15801,48,54,105,93,blast
15802,60,52,81,96,blast
15803,67,55,66,90,blast
15804,61,69,78,63,blast
15805,57,49,87,102,blast
15806,95,51,84,99,blast
15807,63,60,75,81,blast
15808,61,40,78,120,blast
15809,55,55,90,90,blast
15810,54,42,93,117,blast
15811,60,45,81,111,blast
15812,55,49,90,102,blast
15813,52,51,96,99,blast
15814,39,51,123,99,immature_wbc
15815,60,46,81,108,blast
15816,57,52,87,96,blast
15817,57,42,87,117,blast
15818,52,49,96,102,blast
15819,49,48,102,105,blast
15820,58,37,84,126,blast
15821,49,52,102,96,blast
15822,49,43,102,114,blast
15823,57,48,87,105,blast
15824,55,46,90,108,blast
15825,43,51,114,99,blast
15826,51,39,99,123,blast
15827,51,60,99,81,blast
15828,48,42,105,117,blast
15829,51,48,99,105,blast
15830,51,48,99,105,blast
15831,51,54,99,93,blast
15832,39,43,123,114,blast
15833,49,42,102,117,blast
15834,45,45,111,111,blast
15835,40,37,120,126,blast
15836,62,52,96,96,blast
15837,55,33,90,135,blast
15838,55,68,90,120,blast
15839,49,51,102,99,blast
15840,51,39,99,108,blast
15841,49,63,102,75,blast
15842,45,52,111,96,blast
15843,52,66,96,69,blast
15844,63,31,75,138,immature_wbc
15845,39,51,123,99,immature_wbc
15846,55,51,90,99,blast
15847,45,49,111,102,blast
15848,34,58,132,84,immature_wbc
15849,70,73,60,54,blast
15850,43,48,114,105,blast
15851,61,36,78,129,immature_wbc
15852,48,34,105,132,immature_wbc
15853,37,39,126,123,immature_wbc
15854,46,40,108,120,blast
15855,33,45,135,111,immature_wbc
15856,61,28,78,144,blast
15857,42,30,117,141,blast
15858,54,51,93,99,immature_wbc
15859,55,54,90,93,blast
15860,55,52,90,96,blast
15861,54,52,93,96,blast
15862,60,48,81,105,blast
15863,48,39,105,123,blast
15864,61,54,78,93,blast
15865,42,49,117,102,blast
15866,49,49,102,102,blast
15867,54,68,93,108,blast
15868,57,52,87,96,blast
15869,52,51,96,99,blast
15870,57,49,87,102,blast
15871,57,57,87,87,immature_wbc
15872,69,45,63,111,blast
15873,51,51,99,99,blast
15874,61,37,78,126,blast
15875,33,64,81,72,blast
15876,52,51,96,99,blast
15877,58,46,84,108,immature_wbc
15878,55,49,90,102,blast
15879,54,57,93,87,blast
15880,45,43,111,114,immature_wbc
15881,48,54,105,93,immature_wbc
15882,34,30,132,141,immature_wbc
15883,58,52,84,96,blast
15884,61,36,78,129,blast
15885,49,45,102,111,blast
15886,57,52,87,96,blast
15887,113,52,84,96,blast
15888,52,61,96,78,immature_wbc
15889,55,49,90,102,immature_wbc
15890,52,54,96,93,immature_wbc
15891,54,61,93,78,immature_wbc
15892,46,61,108,78,immature_wbc
15893,57,48,87,105,immature_wbc
15894,42,49,117,102,immature_wbc
15895,57,54,87,93,immature_wbc
15896,64,92,72,87,immature_wbc
15897,52,55,96,90,immature_wbc
15898,45,52,111,96,blast
15899,55,49,90,102,blast
15900,36,58,129,84,immature_wbc
15901,52,52,96,96,blast
15902,55,63,90,75,immature_wbc
15903,43,51,114,99,blast
15904,49,49,102,102,immature_wbc
15905,54,48,93,96,blast
15906,51,63,99,75,immature_wbc
15907,55,12,90,108,blast
15908,33,57,90,87,immature_wbc
15909,45,57,111,87,blast
15910,57,57,87,87,immature_wbc
15911,66,66,69,69,immature_wbc
15912,51,63,99,75,immature_wbc
15913,58,51,84,99,immature_wbc
15914,49,45,102,111,immature_wbc
15915,54,25,93,150,blast
15916,46,43,108,114,immature_wbc
15917,61,54,78,93,immature_wbc
15918,63,48,75,105,immature_wbc
15919,51,48,99,105,immature_wbc
15920,57,48,87,105,immature_wbc
15921,54,37,93,126,immature_wbc
15922,46,40,108,120,blast
15923,63,58,75,84,immature_wbc
15924,55,52,90,96,immature_wbc
15925,64,51,72,99,immature_wbc
15926,57,52,87,96,immature_wbc
15927,60,51,81,99,immature_wbc
15928,45,52,111,96,immature_wbc
15929,57,61,87,78,immature_wbc
15930,58,51,84,99,immature_wbc
15931,64,58,72,84,immature_wbc
15932,40,45,120,111,immature_wbc
15933,89,40,99,120,immature_wbc
15934,40,19,120,162,blast
15935,45,48,111,105,immature_wbc
15936,42,55,117,90,immature_wbc
15937,54,64,93,72,immature_wbc
15938,55,51,90,99,immature_wbc
15939,57,48,87,105,blast
15940,51,55,99,90,immature_wbc
15941,52,49,96,102,immature_wbc
15942,49,86,102,102,immature_wbc
15943,55,43,90,114,immature_wbc
15944,60,49,81,102,immature_wbc
15945,46,48,108,105,blast
15946,54,60,93,81,blast
15947,61,58,78,84,immature_wbc
15948,60,54,81,93,immature_wbc
15949,69,62,63,84,blast
15950,58,55,84,90,immature_wbc
15951,46,30,108,141,blast
15952,58,40,84,120,immature_wbc
15953,43,42,114,117,immature_wbc
15954,48,42,96,117,immature_wbc
15955,48,60,105,81,immature_wbc
15956,48,45,105,111,immature_wbc
15957,39,16,123,168,immature_wbc
15958,45,40,111,120,blast
15959,57,45,87,111,blast
15960,40,33,120,135,blast
15961,60,18,81,81,immature_wbc
15962,51,15,99,108,immature_wbc
15963,39,54,123,93,immature_wbc
15964,58,31,84,138,blast
15965,54,48,93,105,immature_wbc
15966,42,42,117,117,blast
15967,51,55,99,90,immature_wbc
15968,48,18,105,165,blast
15969,51,49,99,102,immature_wbc
15970,49,57,102,87,immature_wbc
15971,51,51,99,99,immature_wbc
15972,57,61,87,78,blast
15973,33,46,135,108,immature_wbc
15974,54,69,93,63,immature_wbc
15975,60,43,81,114,blast
15976,48,19,105,162,immature_wbc
15977,58,57,84,87,immature_wbc
15978,42,58,117,84,blast
15979,51,43,99,114,immature_wbc
15980,52,54,96,93,immature_wbc
15981,55,51,90,99,immature_wbc
15982,55,58,90,84,immature_wbc
15983,65,55,75,90,immature_wbc
15984,60,55,81,90,immature_wbc
15985,66,49,69,102,immature_wbc
15986,55,49,90,102,immature_wbc
15987,61,54,78,93,immature_wbc
15988,54,52,93,96,immature_wbc
15989,49,45,102,111,immature_wbc
15990,52,46,96,108,immature_wbc
15991,51,52,99,96,immature_wbc
15992,46,48,108,105,immature_wbc
15993,49,57,102,87,immature_wbc
15994,36,57,129,87,blast
15995,45,37,111,126,blast
15996,63,60,75,81,blast
15997,45,45,111,111,immature_wbc
15998,33,64,135,72,immature_wbc
15999,42,55,117,90,immature_wbc
16000,55,51,90,99,immature_wbc
16001,54,49,93,102,blast
16002,48,40,105,120,blast
16003,51,58,99,84,immature_wbc
16004,21,45,123,111,immature_wbc
16005,58,52,84,96,blast
16006,43,54,114,93,immature_wbc
16007,52,54,96,93,immature_wbc
16008,57,57,87,87,immature_wbc
16009,60,55,81,90,blast
16010,64,57,72,87,immature_wbc
16011,57,58,87,84,immature_wbc
16012,10,39,180,123,immature_wbc
16013,46,58,108,84,immature_wbc
16014,54,43,93,114,blast
16015,46,60,108,81,immature_wbc
16016,49,49,102,102,immature_wbc
16017,40,61,120,78,immature_wbc
16018,3,63,105,75,blast
16019,21,66,105,69,immature_wbc
16020,24,58,123,84,immature_wbc
16021,55,52,90,96,immature_wbc
16022,49,47,102,114,blast
16023,48,39,105,123,immature_wbc
16024,63,66,75,69,immature_wbc
16025,52,49,96,102,immature_wbc
16026,49,49,102,102,immature_wbc
16027,54,57,93,87,immature_wbc
16028,57,54,87,93,immature_wbc
16029,57,45,87,111,immature_wbc
16030,55,40,90,120,blast
16031,55,42,90,105,immature_wbc
16032,54,46,93,108,immature_wbc
16033,49,46,102,108,blast
16034,42,51,117,99,immature_wbc
16035,51,45,99,111,blast
16036,55,45,90,111,immature_wbc
16037,36,55,129,90,immature_wbc
16038,51,54,99,93,immature_wbc
16039,45,63,111,75,immature_wbc
16040,46,51,108,99,immature_wbc
16041,60,52,81,96,immature_wbc
16042,54,52,93,96,immature_wbc
16043,48,51,105,99,blast
16044,58,54,84,93,blast
16045,54,61,93,78,immature_wbc
16046,46,51,108,99,immature_wbc
16047,49,46,102,108,blast
16048,52,45,96,111,blast
16049,51,9,84,84,immature_wbc
16050,55,46,90,108,immature_wbc
16051,63,55,75,90,blast
16052,54,49,93,102,blast
16053,57,58,87,84,immature_wbc
16054,63,42,75,117,immature_wbc
16055,48,57,105,87,immature_wbc
16056,54,27,93,99,immature_wbc
16057,52,54,96,93,immature_wbc
16058,52,48,96,105,immature_wbc
16059,64,40,72,120,immature_wbc
16060,46,51,108,99,immature_wbc
16061,51,40,99,120,blast
16062,30,49,141,102,immature_wbc
16063,37,40,126,120,blast
16064,60,54,81,93,immature_wbc
16065,49,49,102,102,immature_wbc
16066,49,21,102,105,smudge
16067,43,39,114,123,blast
16068,66,30,69,63,smudge
16069,55,55,90,90,blast
16070,60,54,81,93,blast
16071,54,60,93,81,blast
16072,57,48,87,105,immature_wbc
16073,37,49,126,102,immature_wbc
16074,57,51,87,99,immature_wbc
16075,58,51,84,99,immature_wbc
16076,45,42,111,114,immature_wbc
16077,52,57,96,87,immature_wbc
16078,45,51,111,99,blast
16079,39,46,123,108,blast
16080,64,52,72,96,immature_wbc
16081,36,36,129,129,blast
16082,54,51,93,99,immature_wbc
16083,45,56,111,108,immature_wbc
16084,45,49,111,102,immature_wbc
16085,63,66,75,69,immature_wbc
16086,51,67,99,66,immature_wbc
16087,54,37,93,126,immature_wbc
16088,54,46,93,108,blast
16089,54,48,93,105,blast
16090,60,15,81,81,immature_wbc
16091,73,64,54,72,smudge
16092,55,55,90,90,immature_wbc
16093,67,64,66,72,blast
16094,72,63,57,75,blast
16095,58,55,84,90,blast
16096,55,48,90,105,blast
16097,66,43,69,114,immature_wbc
16098,69,49,63,102,immature_wbc
16099,63,54,75,93,immature_wbc
16100,60,60,81,81,immature_wbc
16101,51,61,99,78,blast
16102,63,58,75,84,blast
16103,61,52,78,96,immature_wbc
16104,63,64,75,72,blast
16105,36,104,129,93,immature_wbc
16106,43,15,114,96,blast
16107,54,46,93,108,blast
16108,54,65,93,93,immature_wbc
16109,69,49,63,102,immature_wbc
16110,134,61,60,78,blast
16111,55,52,90,96,immature_wbc
16112,52,54,96,93,immature_wbc
16113,61,43,78,114,immature_wbc
16114,58,48,84,105,immature_wbc
16115,64,55,72,90,blast
16116,64,69,72,63,immature_wbc
16117,57,48,87,105,immature_wbc
16118,54,46,93,108,immature_wbc
16119,48,55,105,90,blast
16120,57,54,87,93,immature_wbc
16121,42,39,117,123,smudge
16122,55,45,90,111,blast
16123,54,30,93,96,immature_wbc
16124,51,55,99,90,immature_wbc
16125,49,45,102,111,blast
16126,52,57,96,87,blast
16127,51,66,99,69,immature_wbc
16128,63,52,75,96,immature_wbc
16129,55,57,90,87,immature_wbc
16130,46,51,108,99,immature_wbc
16131,54,51,93,99,immature_wbc
16132,43,48,114,105,blast
16133,48,51,105,99,immature_wbc
16134,57,48,87,105,immature_wbc
16135,64,49,72,102,immature_wbc
16136,55,54,90,90,immature_wbc
16137,61,54,78,93,immature_wbc
16138,57,57,87,87,blast
16139,57,46,87,108,immature_wbc
16140,58,61,84,78,immature_wbc
16141,54,48,93,105,immature_wbc
16142,83,45,93,111,immature_wbc
16143,95,37,102,126,immature_wbc
16144,61,51,78,75,smudge
16145,43,54,114,93,blast
16146,48,43,105,114,immature_wbc
16147,57,42,87,117,immature_wbc
16148,54,46,93,108,immature_wbc
16149,45,48,111,105,immature_wbc
16150,45,49,111,102,immature_wbc
16151,52,18,96,99,immature_wbc
16152,46,51,108,99,immature_wbc
16153,60,62,81,108,immature_wbc
16154,46,46,108,108,immature_wbc
16155,57,42,87,117,immature_wbc
16156,51,49,99,102,immature_wbc
16157,49,43,102,114,immature_wbc
16158,45,56,111,105,immature_wbc
16159,49,52,102,96,immature_wbc
16160,46,57,108,87,immature_wbc
16161,37,43,126,114,blast
16162,52,60,96,81,immature_wbc
16163,54,46,93,108,immature_wbc
16164,49,52,102,96,immature_wbc
16165,52,68,96,90,immature_wbc
16166,52,60,96,81,immature_wbc
16167,46,54,108,93,immature_wbc
16168,49,51,102,99,immature_wbc
16169,60,48,81,105,immature_wbc
16170,51,52,99,96,blast
16171,48,54,105,93,blast
16172,42,42,117,105,immature_wbc
16173,37,52,126,96,immature_wbc
16174,51,48,99,105,immature_wbc
16175,51,48,99,105,immature_wbc
16176,52,52,96,96,immature_wbc
16177,58,55,84,90,immature_wbc
16178,57,42,87,117,immature_wbc
16179,77,60,75,81,immature_wbc
16180,46,46,108,108,immature_wbc
16181,46,55,108,90,immature_wbc
16182,64,48,72,105,smudge
16183,69,54,63,93,smudge
16184,52,46,96,108,immature_wbc
16185,55,57,90,87,immature_wbc
16186,22,46,156,108,immature_wbc
16187,45,49,111,102,immature_wbc
16188,39,57,123,87,blast
16189,46,63,108,75,immature_wbc
16190,49,43,102,114,immature_wbc
16191,43,21,114,105,immature_wbc
16192,46,51,108,99,immature_wbc
16193,51,51,99,99,immature_wbc
16194,52,51,96,99,immature_wbc
16195,57,34,87,132,immature_wbc
16196,58,43,84,114,immature_wbc
16197,46,24,108,117,blast
16198,58,42,84,117,immature_wbc
16199,51,36,99,129,immature_wbc
16200,51,55,99,90,immature_wbc
16201,54,43,93,114,immature_wbc
16202,49,24,102,105,immature_wbc
16203,58,33,84,78,immature_wbc
16204,37,54,126,93,immature_wbc
16205,49,92,102,90,immature_wbc
16206,54,42,93,99,blast
16207,64,43,72,114,immature_wbc
16208,45,45,111,111,blast
16209,51,46,99,108,blast
16210,80,45,99,111,immature_wbc
16211,42,54,114,93,immature_wbc
16212,51,51,99,99,immature_wbc
16213,42,55,117,90,immature_wbc
16214,57,52,87,96,immature_wbc
16215,51,49,99,102,immature_wbc
16216,45,40,111,120,immature_wbc
16217,60,27,81,117,blast
16218,61,72,78,57,blast
16219,92,30,84,114,immature_wbc
16220,12,49,111,102,immature_wbc
16221,45,37,102,126,immature_wbc
16222,52,42,96,117,blast
16223,55,54,90,93,immature_wbc
16224,54,54,93,93,blast
16225,52,51,96,99,blast
16226,58,61,84,78,immature_wbc
16227,49,57,102,87,immature_wbc
16228,57,64,87,72,immature_wbc
16229,46,46,108,108,immature_wbc
16230,51,55,99,90,immature_wbc
16231,57,43,87,114,immature_wbc
16232,61,66,78,69,smudge
16233,40,43,120,114,blast
16234,73,60,54,81,smudge
16235,49,49,102,102,blast
16236,55,39,90,123,blast
16237,58,37,84,126,smudge
16238,51,43,99,114,blast
16239,51,54,99,93,immature_wbc
16240,19,40,162,120,blast
16241,64,64,72,72,immature_wbc
16242,55,40,90,120,immature_wbc
16243,34,36,132,129,immature_wbc
16244,65,60,93,81,immature_wbc
16245,54,45,93,111,immature_wbc
16246,43,43,114,114,immature_wbc
16247,55,62,90,87,immature_wbc
16248,49,46,102,108,immature_wbc
16249,57,49,87,102,immature_wbc
16250,46,48,108,105,immature_wbc
16251,45,52,111,96,immature_wbc
16252,54,61,93,78,immature_wbc
16253,55,48,90,105,immature_wbc
16254,49,60,102,81,immature_wbc
16255,51,61,99,78,immature_wbc
16256,48,52,105,96,immature_wbc
16257,37,30,126,141,immature_wbc
16258,55,55,90,90,immature_wbc
16259,58,61,84,78,immature_wbc
16260,46,45,108,96,blast
16261,51,39,99,123,immature_wbc
16262,36,57,129,87,blast
16263,63,57,75,87,immature_wbc
16264,58,55,84,90,immature_wbc
16265,61,60,78,81,immature_wbc
16266,52,48,96,105,immature_wbc
16267,52,55,96,90,immature_wbc
16268,70,64,60,72,immature_wbc
16269,54,48,93,105,immature_wbc
16270,55,49,90,102,immature_wbc
16271,46,52,108,96,blast
16272,46,33,108,135,immature_wbc
16273,60,58,81,84,immature_wbc
16274,57,48,87,105,immature_wbc
16275,48,45,105,93,immature_wbc
16276,45,46,111,108,immature_wbc
16277,58,59,84,96,immature_wbc
16278,46,52,108,96,immature_wbc
16279,42,57,117,87,immature_wbc
16280,57,49,87,102,seg_neutrophil
16281,55,51,90,99,seg_neutrophil
16282,49,49,102,102,seg_neutrophil
16283,42,58,117,84,seg_neutrophil
16284,46,51,108,99,seg_neutrophil
16285,49,49,102,102,seg_neutrophil
16286,52,46,96,108,seg_neutrophil
16287,49,48,102,105,seg_neutrophil
16288,57,55,87,90,seg_neutrophil
16289,52,52,96,96,seg_neutrophil
16290,51,61,99,78,seg_neutrophil
16291,51,55,99,90,seg_neutrophil
16292,45,42,87,111,seg_neutrophil
16293,52,55,96,90,seg_neutrophil
16294,48,54,105,93,seg_neutrophil
16295,52,54,96,93,seg_neutrophil
16296,48,52,105,96,seg_neutrophil
16297,49,46,102,108,seg_neutrophil
16298,46,51,108,99,seg_neutrophil
16299,58,52,84,96,seg_neutrophil
16300,54,58,93,84,lymphocyte
16301,55,52,90,96,seg_neutrophil
16302,46,48,108,105,seg_neutrophil
16303,58,58,84,84,lymphocyte
16304,61,57,78,87,lymphocyte
16305,40,51,120,99,seg_neutrophil
16306,49,58,102,84,band_neutrophil
16307,51,46,99,108,lymphocyte
16308,52,45,96,111,seg_neutrophil
16309,51,51,99,99,seg_neutrophil
16310,57,48,87,105,seg_neutrophil
16311,39,34,123,132,eosinophil
16312,48,55,105,90,seg_neutrophil
16313,46,51,108,99,seg_neutrophil
16314,52,43,96,114,seg_neutrophil
16315,48,54,105,93,seg_neutrophil
16316,48,43,105,114,seg_neutrophil
16317,54,51,93,99,seg_neutrophil
16318,54,46,93,108,seg_neutrophil
16319,52,67,96,66,lymphocyte
16320,52,42,96,117,seg_neutrophil
16321,54,48,93,105,seg_neutrophil
16322,46,52,108,96,seg_neutrophil
16323,58,58,84,84,lymphocyte
16324,55,36,90,96,basophil
16325,51,46,99,108,seg_neutrophil
16326,52,42,96,105,seg_neutrophil
16327,49,45,102,111,seg_neutrophil
16328,51,51,99,99,seg_neutrophil
16329,55,39,90,123,eosinophil
16330,54,60,93,81,lymphocyte
16331,49,43,102,114,seg_neutrophil
16332,52,48,96,105,seg_neutrophil
16333,55,46,90,108,seg_neutrophil
16334,61,63,78,75,lymphocyte
16335,54,51,93,99,seg_neutrophil
16336,42,59,117,129,monocyte
16337,48,57,105,87,seg_neutrophil
16338,46,45,108,111,monocyte
16339,54,52,93,96,seg_neutrophil
16340,43,48,114,105,seg_neutrophil
16341,46,48,108,105,seg_neutrophil
16342,49,33,102,102,seg_neutrophil
16343,46,40,108,120,seg_neutrophil
16344,64,64,72,72,lymphocyte
16345,48,52,105,96,seg_neutrophil
16346,55,43,90,114,seg_neutrophil
16347,49,46,102,108,seg_neutrophil
16348,52,45,96,111,seg_neutrophil
16349,60,64,81,72,lymphocyte
16350,49,51,102,93,seg_neutrophil
16351,63,57,75,81,lymphocyte
16352,52,48,96,105,seg_neutrophil
16353,54,51,93,99,seg_neutrophil
16354,49,48,102,105,seg_neutrophil
16355,46,49,108,102,seg_neutrophil
16356,60,57,81,87,lymphocyte
16357,42,39,117,111,monocyte
16358,48,51,105,99,seg_neutrophil
16359,52,45,96,111,seg_neutrophil
16360,46,49,108,102,seg_neutrophil
16361,51,49,99,102,seg_neutrophil
16362,45,45,111,111,seg_neutrophil
16363,51,49,99,102,seg_neutrophil
16364,52,54,96,93,seg_neutrophil
16365,51,46,99,108,seg_neutrophil
16366,48,43,105,114,seg_neutrophil
16367,49,46,102,108,seg_neutrophil
16368,63,58,75,84,artifact
16369,52,52,96,96,seg_neutrophil
16370,57,55,87,90,lymphocyte
16371,57,60,87,81,lymphocyte
16372,43,42,114,117,monocyte
16373,57,46,87,108,seg_neutrophil
16374,46,55,108,90,seg_neutrophil
16375,55,54,90,93,lymphocyte
16376,46,51,108,99,seg_neutrophil
16377,52,49,96,102,seg_neutrophil
16378,52,52,96,96,seg_neutrophil
16379,49,51,102,99,seg_neutrophil
16380,45,51,111,99,seg_neutrophil
16381,54,54,93,93,seg_neutrophil
16382,52,104,96,93,lymphocyte
16383,54,52,93,96,seg_neutrophil
16384,48,45,105,111,seg_neutrophil
16385,48,49,105,102,seg_neutrophil
16386,49,21,102,105,seg_neutrophil
16387,55,48,90,105,eosinophil
16388,51,57,99,87,seg_neutrophil
16389,40,52,120,96,seg_neutrophil
16390,49,45,102,111,seg_neutrophil
16391,54,51,93,99,seg_neutrophil
16392,43,52,114,96,seg_neutrophil
16393,51,66,99,69,lymphocyte
16394,46,46,108,108,seg_neutrophil
16395,54,52,93,96,seg_neutrophil
16396,52,46,96,108,seg_neutrophil
16397,51,57,99,87,seg_neutrophil
16398,61,63,78,75,lymphocyte
16399,52,54,96,93,seg_neutrophil
16400,52,48,96,105,eosinophil
16401,49,52,102,96,seg_neutrophil
16402,48,52,105,96,seg_neutrophil
16403,43,48,114,99,seg_neutrophil
16404,49,51,102,99,seg_neutrophil
16405,54,43,93,114,seg_neutrophil
16406,48,52,105,96,seg_neutrophil
16407,36,48,93,105,seg_neutrophil
16408,54,52,93,96,seg_neutrophil
16409,57,55,87,90,seg_neutrophil
16410,43,48,114,105,seg_neutrophil
16411,63,61,75,78,lymphocyte
16412,58,55,84,90,lymphocyte
16413,45,12,111,99,seg_neutrophil
16414,64,66,72,69,lymphocyte
16415,49,52,102,96,seg_neutrophil
16416,48,37,105,126,monocyte
16417,51,42,99,117,seg_neutrophil
16418,48,56,105,99,seg_neutrophil
16419,43,52,114,96,seg_neutrophil
16420,61,60,78,81,lymphocyte
16421,60,55,81,90,lymphocyte
16422,48,49,105,102,seg_neutrophil
16423,42,54,117,93,seg_neutrophil
16424,61,55,78,90,lymphocyte
16425,49,49,102,102,eosinophil
16426,60,52,81,96,lymphocyte
16427,51,48,99,102,seg_neutrophil
16428,48,48,105,105,seg_neutrophil
16429,49,49,102,102,seg_neutrophil
16430,45,51,111,99,lymphocyte
16431,58,55,84,90,lymphocyte
16432,48,49,105,102,seg_neutrophil
16433,58,51,84,99,seg_neutrophil
16434,51,54,99,93,seg_neutrophil
16435,64,24,72,75,lymphocyte
16436,55,60,90,81,lymphocyte
16437,48,57,105,87,seg_neutrophil
16438,46,57,108,87,seg_neutrophil
16439,63,54,75,93,seg_neutrophil
16440,61,60,78,81,lymphocyte
16441,52,43,96,114,seg_neutrophil
16442,43,64,114,72,seg_neutrophil
16443,56,58,96,84,lymphocyte
16444,52,49,96,102,lymphocyte
16445,49,49,102,102,lymphocyte
16446,54,58,93,84,seg_neutrophil
16447,51,46,99,108,seg_neutrophil
16448,60,61,81,78,lymphocyte
16449,48,40,105,120,seg_neutrophil
16450,54,49,93,102,seg_neutrophil
16451,45,46,111,108,seg_neutrophil
16452,60,61,81,78,lymphocyte
16453,45,46,111,108,seg_neutrophil
16454,57,58,87,84,lymphocyte
16455,48,48,105,90,seg_neutrophil
16456,57,54,87,93,seg_neutrophil
16457,49,43,102,114,seg_neutrophil
16458,63,60,75,81,lymphocyte
16459,51,59,99,99,seg_neutrophil
16460,55,45,90,111,seg_neutrophil
16461,55,9,90,75,seg_neutrophil
16462,46,54,108,93,seg_neutrophil
16463,42,52,117,96,seg_neutrophil
16464,54,56,93,111,seg_neutrophil
16465,43,48,114,105,seg_neutrophil
16466,51,60,99,81,seg_neutrophil
16467,43,48,114,105,monocyte
16468,63,64,75,72,lymphocyte
16469,58,58,84,84,lymphocyte
16470,40,48,120,105,seg_neutrophil
16471,58,54,84,93,lymphocyte
16472,58,63,84,75,lymphocyte
16473,51,46,99,108,seg_neutrophil
16474,51,51,99,99,seg_neutrophil
16475,57,58,87,84,lymphocyte
16476,43,54,114,93,seg_neutrophil
16477,60,61,81,78,lymphocyte
16478,51,58,99,84,seg_neutrophil
16479,57,58,87,84,lymphocyte
16480,39,48,123,105,monocyte
16481,48,45,105,111,seg_neutrophil
16482,54,55,93,90,lymphocyte
16483,49,46,102,108,lymphocyte
16484,51,52,99,96,seg_neutrophil
16485,64,60,72,81,lymphocyte
16486,42,48,117,105,seg_neutrophil
16487,63,57,75,87,lymphocyte
16488,60,57,81,87,lymphocyte
16489,45,48,111,105,seg_neutrophil
16490,51,40,99,120,seg_neutrophil
16491,48,57,105,87,seg_neutrophil
16492,45,49,111,102,seg_neutrophil
16493,49,45,102,111,seg_neutrophil
16494,48,52,105,96,seg_neutrophil
16495,55,54,90,93,lymphocyte
16496,48,49,105,102,seg_neutrophil
16497,57,57,87,87,lymphocyte
16498,49,51,102,99,seg_neutrophil
16499,48,46,105,108,seg_neutrophil
16500,58,77,84,102,lymphocyte
16501,51,48,99,105,seg_neutrophil
16502,55,52,90,96,lymphocyte
16503,43,48,114,105,seg_neutrophil
16504,46,48,108,105,lymphocyte
16505,55,48,90,105,lymphocyte
16506,52,48,96,105,seg_neutrophil
16507,57,57,87,87,lymphocyte
16508,57,52,87,96,lymphocyte
16509,57,51,87,99,lymphocyte
16510,55,55,90,90,lymphocyte
16511,57,54,87,93,lymphocyte
16512,49,43,102,114,seg_neutrophil
16513,39,51,123,99,seg_neutrophil
16514,58,60,84,81,lymphocyte
16515,46,54,108,93,seg_neutrophil
16516,45,43,111,114,monocyte
16517,51,52,99,96,seg_neutrophil
16518,48,46,105,108,seg_neutrophil
16519,58,55,84,90,lymphocyte
16520,46,48,108,105,seg_neutrophil
16521,54,49,93,102,seg_neutrophil
16522,51,52,99,96,seg_neutrophil
16523,57,48,87,105,seg_neutrophil
16524,43,48,114,105,seg_neutrophil
16525,49,55,102,90,seg_neutrophil
16526,57,54,87,93,lymphocyte
16527,51,42,99,117,eosinophil
16528,61,60,78,81,lymphocyte
16529,57,57,87,87,lymphocyte
16530,49,55,102,90,seg_neutrophil
16531,46,48,108,105,lymphocyte
16532,46,42,108,117,seg_neutrophil
16533,58,57,84,87,lymphocyte
16534,43,48,114,105,seg_neutrophil
16535,49,43,102,114,seg_neutrophil
16536,45,49,111,102,seg_neutrophil
16537,51,55,99,90,seg_neutrophil
16538,48,51,105,99,seg_neutrophil
16539,54,54,93,93,lymphocyte
16540,46,52,108,96,seg_neutrophil
16541,45,45,111,111,seg_neutrophil
16542,43,46,114,108,seg_neutrophil
16543,55,55,90,90,lymphocyte
16544,48,48,105,105,seg_neutrophil
16545,46,48,108,105,seg_neutrophil
16546,46,53,108,123,monocyte
16547,43,51,114,99,seg_neutrophil
16548,42,43,117,114,seg_neutrophil
16549,42,37,117,126,monocyte
16550,43,39,114,123,seg_neutrophil
16551,45,49,111,102,seg_neutrophil
16552,46,51,108,99,seg_neutrophil
16553,51,39,99,123,seg_neutrophil
16554,46,62,108,108,seg_neutrophil
16555,58,57,84,87,lymphocyte
16556,49,51,102,99,seg_neutrophil
16557,45,51,111,99,seg_neutrophil
16558,57,52,87,96,lymphocyte
16559,57,58,87,84,lymphocyte
16560,33,48,135,105,seg_neutrophil
16561,52,48,96,105,lymphocyte
16562,49,52,102,96,seg_neutrophil
16563,49,52,102,96,seg_neutrophil
16564,57,49,87,102,lymphocyte
16565,57,57,87,87,lymphocyte
16566,49,51,102,99,lymphocyte
16567,45,48,111,105,seg_neutrophil
16568,55,52,90,96,lymphocyte
16569,42,48,117,105,seg_neutrophil
16570,49,57,102,87,lymphocyte
16571,42,48,117,105,seg_neutrophil
16572,55,58,90,84,lymphocyte
16573,58,54,84,93,lymphocyte
16574,48,51,105,99,seg_neutrophil
16575,57,60,87,81,lymphocyte
16576,52,49,96,102,seg_neutrophil
16577,51,49,99,102,lymphocyte
16578,61,64,78,72,lymphocyte
16579,49,54,102,93,seg_neutrophil
16580,45,54,111,93,eosinophil
16581,48,48,105,105,monocyte
16582,61,57,78,87,lymphocyte
16583,39,59,84,93,lymphocyte
